,0,1,2,3,4,5,6,7,8,9
599,"('0.00 < parC4 <= 1.00', 0.32605923530937964, 599, 0)","('0.00 < parC3 <= 1.00', 0.2956669444957339, 599, 0)","('parC2 <= 0.00', -0.2920414452997999, 599, 0)","('befC4 <= 0.00', 0.16558328499239694, 599, 0)","('PrevFail > 0.00', -0.15027156577933623, 599, 0)","('befC2 > 0.00', -0.14531902965917018, 599, 0)","('PrevDO <= 0.00', -0.13420381146934815, 599, 0)","('befFC5 <= 0.00', -0.1238732761797209, 599, 0)","('befDOC5 <= 0.00', -0.11366910910197407, 599, 0)","('befFC6 > 0.00', 0.11147069827835884, 599, 0)"
600,"('0.00 < parC4 <= 1.00', 0.35327129052697587, 600, 1)","('0.00 < parC3 <= 1.00', 0.3412829758940423, 600, 1)","('0.00 < parC2 <= 1.00', 0.3094619210631363, 600, 1)","('befC4 <= 0.00', 0.15930610339359436, 600, 1)","('befFC6 <= 0.00', -0.142932975944815, 600, 1)","('befDOC6 <= 0.00', -0.12948221296546175, 600, 1)","('befC2 <= 0.00', 0.12828333301643713, 600, 1)","('PrevFail <= 0.00', 0.117771340237037, 600, 1)","('befC3 <= 0.00', 0.11067011920161539, 600, 1)","('befFC5 > 0.00', 0.11040128826827243, 600, 1)"
601,"('parC4 <= 0.00', -0.32077945512255046, 601, 0)","('0.00 < parC3 <= 1.00', 0.29299513268714344, 601, 0)","('0.00 < parC2 <= 1.00', 0.28617484575208907, 601, 0)","('befC4 > 0.00', -0.14652232855303685, 601, 0)","('befC2 <= 0.00', 0.14354780625454608, 601, 0)","('PrevFail <= 0.00', 0.12094725629057738, 601, 0)","('befFC5 <= 0.00', -0.11912594447512799, 601, 0)","('PrevDO <= 0.00', -0.11208965879170243, 601, 0)","('befDOC5 <= 0.00', -0.11067184174996379, 601, 0)","('befC3 <= 0.00', 0.10757790642151774, 601, 0)"
602,"('0.00 < parC4 <= 1.00', 0.33864083847614346, 602, 1)","('0.00 < parC3 <= 1.00', 0.33671206428193773, 602, 1)","('0.00 < parC2 <= 1.00', 0.32526377670048706, 602, 1)","('befC4 <= 0.00', 0.1637801054753853, 602, 1)","('befC2 <= 0.00', 0.1416570909293908, 602, 1)","('befDOC6 > 0.00', 0.1171196868090019, 602, 1)","('PrevFail <= 0.00', 0.11122509180848934, 602, 1)","('befFC5 > 0.00', 0.10916540009698754, 602, 1)","('befDOC5 <= 0.00', -0.10544821764985983, 602, 1)","('PrevDO <= 0.00', -0.10466265379418786, 602, 1)"
603,"('0.00 < parC4 <= 1.00', 0.34308607304413247, 603, 0)","('0.00 < parC3 <= 1.00', 0.3063581826985224, 603, 0)","('parC2 <= 0.00', -0.3036159943102992, 603, 0)","('befC4 <= 0.00', 0.17875238907084037, 603, 0)","('befC2 <= 0.00', 0.14027794722600534, 603, 0)","('befC3 <= 0.00', 0.1309465318481188, 603, 0)","('befFC6 <= 0.00', -0.12462077452221441, 603, 0)","('PrevFail <= 0.00', 0.1241488789579284, 603, 0)","('befFC5 <= 0.00', -0.10997021443283232, 603, 0)","('PrevDO <= 0.00', -0.10186103214287148, 603, 0)"
604,"('0.00 < parC4 <= 1.00', 0.35671263121762853, 604, 1)","('0.00 < parC3 <= 1.00', 0.31975539228079397, 604, 1)","('0.00 < parC2 <= 1.00', 0.3075078793590244, 604, 1)","('befC4 <= 0.00', 0.16520144763543343, 604, 1)","('befC2 <= 0.00', 0.14588490756025282, 604, 1)","('PrevFail <= 0.00', 0.13636712916344898, 604, 1)","('befDOC6 <= 0.00', -0.10797510922755428, 604, 1)","('befDOC5 <= 0.00', -0.10581388057498783, 604, 1)","('befC3 <= 0.00', 0.1049298840194006, 604, 1)","('PrevDO <= 0.00', -0.10302126294026621, 604, 1)"
605,"('0.00 < parC4 <= 1.00', 0.3365927077800124, 605, 0)","('0.00 < parC3 <= 1.00', 0.30105651807536216, 605, 0)","('parC2 <= 0.00', -0.2996867264918256, 605, 0)","('befC4 <= 0.00', 0.15314357278548293, 605, 0)","('befC2 <= 0.00', 0.1494240697675653, 605, 0)","('PrevFail <= 0.00', 0.13173087593112695, 605, 0)","('PrevDO <= 0.00', -0.12089175013756803, 605, 0)","('befDOC5 <= 0.00', -0.12013067144912258, 605, 0)","('befC3 <= 0.00', 0.11620086810824194, 605, 0)","('befFC5 <= 0.00', -0.1101959039797154, 605, 0)"
606,"('0.00 < parC4 <= 1.00', 0.3425152137087304, 606, 1)","('0.00 < parC2 <= 1.00', 0.31146866675445406, 606, 1)","('0.00 < parC3 <= 1.00', 0.3043200216326027, 606, 1)","('befC4 <= 0.00', 0.15364211984461726, 606, 1)","('befC2 <= 0.00', 0.1533490342975638, 606, 1)","('PrevFail <= 0.00', 0.1433622938735741, 606, 1)","('PrevDO <= 0.00', -0.12848126561245155, 606, 1)","('befFC6 <= 0.00', -0.12734063230238973, 606, 1)","('befFC5 <= 0.00', -0.11103702472866525, 606, 1)","('befC3 <= 0.00', 0.1105686105163581, 606, 1)"
607,"('0.00 < parC4 <= 1.00', 0.330713305533295, 607, 0)","('parC3 <= 0.00', -0.30217993749777466, 607, 0)","('parC2 <= 0.00', -0.2916904527122439, 607, 0)","('befC2 > 0.00', -0.1490526588092141, 607, 0)","('befC4 <= 0.00', 0.13660288308250595, 607, 0)","('befDOC5 <= 0.00', -0.1318623210052803, 607, 0)","('befFC5 > 0.00', 0.1278205679620318, 607, 0)","('befC3 > 0.00', -0.12059747549501683, 607, 0)","('PrevFail <= 0.00', 0.1147722757437848, 607, 0)","('befDOC6 <= 0.00', -0.11448548163634692, 607, 0)"
608,"('parC4 <= 0.00', -0.3407129697856734, 608, 0)","('0.00 < parC3 <= 1.00', 0.2997945634079295, 608, 0)","('0.00 < parC2 <= 1.00', 0.29608656943846995, 608, 0)","('befC4 <= 0.00', 0.14156342994057297, 608, 0)","('befC2 <= 0.00', 0.1290628106725273, 608, 0)","('befFC5 > 0.00', 0.1237175844335957, 608, 0)","('befDOC6 <= 0.00', -0.11826868269582204, 608, 0)","('befDOC5 <= 0.00', -0.11688473850992659, 608, 0)","('PrevDO <= 0.00', -0.11081386583314838, 608, 0)","('PrevFail <= 0.00', 0.10436853860459253, 608, 0)"
609,"('0.00 < parC4 <= 1.00', 0.3454739630244011, 609, 0)","('parC3 <= 0.00', -0.3137858828023582, 609, 0)","('0.00 < parC2 <= 1.00', 0.30008229521216506, 609, 0)","('befC4 <= 0.00', 0.14782985678812532, 609, 0)","('PrevFail <= 0.00', 0.13692171140846252, 609, 0)","('befC2 <= 0.00', 0.1323720834853523, 609, 0)","('befFC5 > 0.00', 0.12456637246948371, 609, 0)","('befFC6 > 0.00', 0.1147360009369007, 609, 0)","('befDOC5 <= 0.00', -0.11402213304388265, 609, 0)","('befC3 <= 0.00', 0.10943648590146951, 609, 0)"
610,"('0.00 < parC4 <= 1.00', 0.3474055257327437, 610, 1)","('0.00 < parC3 <= 1.00', 0.30908462070524845, 610, 1)","('0.00 < parC2 <= 1.00', 0.29994871433691805, 610, 1)","('befC2 <= 0.00', 0.15763061280099044, 610, 1)","('befC4 <= 0.00', 0.15372180693863263, 610, 1)","('PrevFail > 0.00', -0.13729540616846767, 610, 1)","('PrevDO <= 0.00', -0.12994902500717728, 610, 1)","('befDOC5 <= 0.00', -0.12158566890292477, 610, 1)","('befC3 <= 0.00', 0.11891450383439868, 610, 1)","('befFC6 <= 0.00', -0.11358006617222027, 610, 1)"
611,"('parC4 <= 0.00', -0.3268873797567656, 611, 0)","('0.00 < parC3 <= 1.00', 0.2997662573430754, 611, 0)","('parC2 <= 0.00', -0.2927241485368906, 611, 0)","('befC2 > 0.00', -0.15717181971005068, 611, 0)","('befC4 > 0.00', -0.15011231295906724, 611, 0)","('PrevFail <= 0.00', 0.12898405668294663, 611, 0)","('PrevDO > 0.00', 0.12580367008167317, 611, 0)","('befFC5 > 0.00', 0.10789215534678472, 611, 0)","('befDOC6 > 0.00', 0.10490229456629606, 611, 0)","('befFC6 <= 0.00', -0.10446176675419432, 611, 0)"
612,"('0.00 < parC4 <= 1.00', 0.32343974686394006, 612, 0)","('parC3 <= 0.00', -0.3084820215508887, 612, 0)","('0.00 < parC2 <= 1.00', 0.2965487341321215, 612, 0)","('befC2 <= 0.00', 0.14128147062117166, 612, 0)","('befC4 <= 0.00', 0.1410504686603294, 612, 0)","('PrevFail <= 0.00', 0.1357073753687752, 612, 0)","('PrevDO <= 0.00', -0.11937972281260842, 612, 0)","('befFC6 <= 0.00', -0.1154912849132558, 612, 0)","('befFC5 <= 0.00', -0.11061905725329457, 612, 0)","('befC3 > 0.00', -0.10766923942340263, 612, 0)"
613,"('0.00 < parC4 <= 1.00', 0.3491318298471996, 613, 1)","('0.00 < parC3 <= 1.00', 0.31957873938034215, 613, 1)","('0.00 < parC2 <= 1.00', 0.31434932391471354, 613, 1)","('befC4 <= 0.00', 0.13235320387483568, 613, 1)","('befC3 <= 0.00', 0.1288875779689854, 613, 1)","('PrevFail <= 0.00', 0.1257986129543109, 613, 1)","('befC2 <= 0.00', 0.12111216145778479, 613, 1)","('PrevDO <= 0.00', -0.11751961161143555, 613, 1)","('befFC6 <= 0.00', -0.11232021526510519, 613, 1)","('befFC5 <= 0.00', -0.11171045898449228, 613, 1)"
614,"('0.00 < parC4 <= 1.00', 0.3319983264740349, 614, 0)","('parC3 <= 0.00', -0.3132315769206701, 614, 0)","('0.00 < parC2 <= 1.00', 0.29279820026176223, 614, 0)","('befC4 <= 0.00', 0.15409306845565127, 614, 0)","('befC2 <= 0.00', 0.14946567486326715, 614, 0)","('PrevFail <= 0.00', 0.1254896767980267, 614, 0)","('PrevDO > 0.00', 0.12129376489900696, 614, 0)","('befC3 > 0.00', -0.11191575415479897, 614, 0)","('befDOC5 <= 0.00', -0.10885748485003661, 614, 0)","('befDOC6 <= 0.00', -0.10535449334739284, 614, 0)"
615,"('parC4 <= 0.00', -0.3465154312538521, 615, 0)","('0.00 < parC3 <= 1.00', 0.29721513515682824, 615, 0)","('0.00 < parC2 <= 1.00', 0.2879332754722347, 615, 0)","('befC4 > 0.00', -0.16707038487455333, 615, 0)","('PrevDO <= 0.00', -0.12877035344832222, 615, 0)","('befC2 <= 0.00', 0.12657261217927845, 615, 0)","('befDOC6 <= 0.00', -0.12470433180186934, 615, 0)","('befFC6 <= 0.00', -0.11865638498582638, 615, 0)","('PrevFail <= 0.00', 0.11535766681787278, 615, 0)","('befC3 <= 0.00', 0.10489972319955107, 615, 0)"
616,"('parC4 <= 0.00', -0.33767519109726524, 616, 0)","('0.00 < parC3 <= 1.00', 0.3037550560044045, 616, 0)","('0.00 < parC2 <= 1.00', 0.29634410838563213, 616, 0)","('befC4 > 0.00', -0.16149329999636222, 616, 0)","('PrevDO > 0.00', 0.13663171694426932, 616, 0)","('befFC5 <= 0.00', -0.12564324617773917, 616, 0)","('PrevFail > 0.00', -0.12115600781404916, 616, 0)","('befC2 <= 0.00', 0.1197177578366701, 616, 0)","('befDOC6 > 0.00', 0.11830968955174946, 616, 0)","('befDOC5 > 0.00', 0.10629593082654781, 616, 0)"
617,"('0.00 < parC4 <= 1.00', 0.34411823148471593, 617, 0)","('0.00 < parC3 <= 1.00', 0.3112722444800042, 617, 0)","('0.00 < parC2 <= 1.00', 0.29185160956795636, 617, 0)","('befC4 <= 0.00', 0.15684945655343902, 617, 0)","('PrevFail > 0.00', -0.13541500555729166, 617, 0)","('befC2 <= 0.00', 0.1298664455360098, 617, 0)","('PrevDO <= 0.00', -0.11560644810154372, 617, 0)","('befDOC5 <= 0.00', -0.10600979263969997, 617, 0)","('befFC6 <= 0.00', -0.10577392036583669, 617, 0)","('befC3 <= 0.00', 0.10261790438523412, 617, 0)"
618,"('0.00 < parC4 <= 1.00', 0.35437346598114294, 618, 0)","('0.00 < parC3 <= 1.00', 0.3336129413675236, 618, 0)","('0.00 < parC2 <= 1.00', 0.30279343466882885, 618, 0)","('PrevFail > 0.00', -0.1568358185015852, 618, 0)","('befC4 <= 0.00', 0.15256913877263614, 618, 0)","('befC2 <= 0.00', 0.14882220104485236, 618, 0)","('PrevDO <= 0.00', -0.12384184617661179, 618, 0)","('befDOC5 <= 0.00', -0.12141750053516856, 618, 0)","('befFC5 <= 0.00', -0.10699292529180042, 618, 0)","('befC3 <= 0.00', 0.09417149526580433, 618, 0)"
619,"('0.00 < parC4 <= 1.00', 0.34810004350086754, 619, 1)","('0.00 < parC3 <= 1.00', 0.32526499730818603, 619, 1)","('0.00 < parC2 <= 1.00', 0.3076772861090847, 619, 1)","('befC4 <= 0.00', 0.15716614692166628, 619, 1)","('befC2 <= 0.00', 0.14292731942800035, 619, 1)","('befDOC6 <= 0.00', -0.13014838431962708, 619, 1)","('befFC5 <= 0.00', -0.1278861545502213, 619, 1)","('PrevDO <= 0.00', -0.11980058734107678, 619, 1)","('PrevFail <= 0.00', 0.1193983491230294, 619, 1)","('befFC6 <= 0.00', -0.11693940837378768, 619, 1)"
620,"('0.00 < parC4 <= 1.00', 0.3328624396148961, 620, 0)","('parC2 <= 0.00', -0.2970652683156153, 620, 0)","('parC3 <= 0.00', -0.29123937675908607, 620, 0)","('befC2 <= 0.00', 0.14380047017539851, 620, 0)","('PrevFail <= 0.00', 0.1294973714119433, 620, 0)","('befDOC5 > 0.00', 0.12846542411911624, 620, 0)","('befC4 <= 0.00', 0.12829465316226205, 620, 0)","('PrevDO <= 0.00', -0.1159072291499072, 620, 0)","('befDOC6 <= 0.00', -0.11567861115382803, 620, 0)","('befFC6 <= 0.00', -0.11564276217975161, 620, 0)"
621,"('parC4 <= 0.00', -0.3560269576506917, 621, 0)","('0.00 < parC3 <= 1.00', 0.3215829911030827, 621, 0)","('0.00 < parC2 <= 1.00', 0.3033854187332096, 621, 0)","('PrevDO <= 0.00', -0.1500458986879328, 621, 0)","('PrevFail <= 0.00', 0.13799271465962049, 621, 0)","('befC4 <= 0.00', 0.12705021726333685, 621, 0)","('befC3 <= 0.00', 0.12485740397556173, 621, 0)","('befC2 <= 0.00', 0.1233461631478162, 621, 0)","('befFC5 > 0.00', 0.11334503687595975, 621, 0)","('befDOC5 <= 0.00', -0.10863498256033001, 621, 0)"
622,"('0.00 < parC4 <= 1.00', 0.3478676852754843, 622, 1)","('parC2 <= 0.00', -0.3185120873393093, 622, 1)","('0.00 < parC3 <= 1.00', 0.30730844232817783, 622, 1)","('befC4 <= 0.00', 0.15117047872728076, 622, 1)","('PrevFail <= 0.00', 0.12135320335594776, 622, 1)","('befC3 <= 0.00', 0.11729282436005829, 622, 1)","('befC2 <= 0.00', 0.11364562495246518, 622, 1)","('befFC5 > 0.00', 0.11096084450791642, 622, 1)","('PrevDO <= 0.00', -0.108136914050952, 622, 1)","('befDOC6 > 0.00', 0.09877720327894247, 622, 1)"
623,"('0.00 < parC4 <= 1.00', 0.3368107846007514, 623, 0)","('parC3 <= 0.00', -0.32428529804392936, 623, 0)","('0.00 < parC2 <= 1.00', 0.31061095932800153, 623, 0)","('befC2 <= 0.00', 0.17036329202286205, 623, 0)","('befC4 <= 0.00', 0.1522079232903026, 623, 0)","('befDOC5 > 0.00', 0.1305798500637842, 623, 0)","('PrevDO <= 0.00', -0.11795143544537325, 623, 0)","('befDOC6 <= 0.00', -0.10860877361728861, 623, 0)","('befFC6 <= 0.00', -0.10805742003170532, 623, 0)","('PrevFail <= 0.00', 0.10753463262685002, 623, 0)"
624,"('parC4 <= 0.00', -0.34198151955498385, 624, 0)","('0.00 < parC3 <= 1.00', 0.3113187483704286, 624, 0)","('0.00 < parC2 <= 1.00', 0.2897633603148279, 624, 0)","('befC4 <= 0.00', 0.14801142441673718, 624, 0)","('befC2 <= 0.00', 0.14790995491046394, 624, 0)","('PrevFail <= 0.00', 0.12997401627026117, 624, 0)","('befDOC6 <= 0.00', -0.12305187400281041, 624, 0)","('PrevDO <= 0.00', -0.1228995654068059, 624, 0)","('befFC5 <= 0.00', -0.12157885139886085, 624, 0)","('befDOC5 <= 0.00', -0.12082810101938772, 624, 0)"
625,"('0.00 < parC4 <= 1.00', 0.3430040406070688, 625, 0)","('parC2 <= 0.00', -0.32324040780763513, 625, 0)","('0.00 < parC3 <= 1.00', 0.3062205539611663, 625, 0)","('befC2 > 0.00', -0.1601178946970988, 625, 0)","('PrevFail <= 0.00', 0.14924137163402804, 625, 0)","('befDOC5 <= 0.00', -0.14182983185915374, 625, 0)","('befC4 <= 0.00', 0.13564114419405518, 625, 0)","('befFC6 <= 0.00', -0.10813285595006555, 625, 0)","('PrevDO <= 0.00', -0.10653630719544928, 625, 0)","('befDOC6 <= 0.00', -0.10577254269997918, 625, 0)"
626,"('0.00 < parC4 <= 1.00', 0.31955970806323364, 626, 0)","('parC3 <= 0.00', -0.30789881111073986, 626, 0)","('parC2 <= 0.00', -0.30045579508803316, 626, 0)","('befC2 > 0.00', -0.1352522999605597, 626, 0)","('befC4 <= 0.00', 0.13396291360695142, 626, 0)","('PrevDO <= 0.00', -0.12865794422602617, 626, 0)","('PrevFail <= 0.00', 0.12119446568702025, 626, 0)","('befDOC5 <= 0.00', -0.11517405802743266, 626, 0)","('befFC6 <= 0.00', -0.11024778817086214, 626, 0)","('befC3 <= 0.00', 0.09995031635991386, 626, 0)"
627,"('0.00 < parC4 <= 1.00', 0.34903363663005643, 627, 0)","('0.00 < parC3 <= 1.00', 0.31793553602019603, 627, 0)","('0.00 < parC2 <= 1.00', 0.3061893814809295, 627, 0)","('befC4 <= 0.00', 0.16283441497728401, 627, 0)","('befC2 <= 0.00', 0.14529833094872455, 627, 0)","('PrevFail > 0.00', -0.11633980642711741, 627, 0)","('befDOC5 <= 0.00', -0.11106160734316316, 627, 0)","('PrevDO <= 0.00', -0.10853174313920368, 627, 0)","('befFC6 <= 0.00', -0.10007971146746043, 627, 0)","('befFC5 <= 0.00', -0.09993313891753929, 627, 0)"
628,"('0.00 < parC4 <= 1.00', 0.3583651470063405, 628, 1)","('0.00 < parC3 <= 1.00', 0.3150654331380295, 628, 1)","('0.00 < parC2 <= 1.00', 0.3075935355002551, 628, 1)","('befC4 <= 0.00', 0.17199625384165135, 628, 1)","('befC2 <= 0.00', 0.15267883308492444, 628, 1)","('PrevFail <= 0.00', 0.13910994632597304, 628, 1)","('befFC6 > 0.00', 0.11632685521941098, 628, 1)","('befFC5 <= 0.00', -0.11327100663101296, 628, 1)","('befDOC5 <= 0.00', -0.10785352649643128, 628, 1)","('PrevDO > 0.00', 0.10541823914186106, 628, 1)"
629,"('0.00 < parC4 <= 1.00', 0.3326303677573227, 629, 0)","('0.00 < parC3 <= 1.00', 0.31131612227626143, 629, 0)","('0.00 < parC2 <= 1.00', 0.3030264419422921, 629, 0)","('befFC5 <= 0.00', -0.14928869833333902, 629, 0)","('befC2 <= 0.00', 0.14891450333479136, 629, 0)","('befC4 <= 0.00', 0.14793635154567675, 629, 0)","('befDOC5 <= 0.00', -0.12861653047157326, 629, 0)","('PrevDO <= 0.00', -0.12348119183661677, 629, 0)","('befC3 <= 0.00', 0.11903762785977981, 629, 0)","('befDOC6 <= 0.00', -0.11898039738062231, 629, 0)"
630,"('parC4 <= 0.00', -0.34101863833657814, 630, 0)","('parC3 <= 0.00', -0.306178377310687, 630, 0)","('0.00 < parC2 <= 1.00', 0.28435740763047973, 630, 0)","('befC4 <= 0.00', 0.13530568611055524, 630, 0)","('befC2 <= 0.00', 0.1324699785908881, 630, 0)","('befDOC6 <= 0.00', -0.12966619742848187, 630, 0)","('befFC5 <= 0.00', -0.126396128721438, 630, 0)","('befFC6 > 0.00', 0.11839806543838792, 630, 0)","('PrevFail <= 0.00', 0.11468595035483141, 630, 0)","('PrevDO <= 0.00', -0.10992364301403951, 630, 0)"
631,"('0.00 < parC4 <= 1.00', 0.3339485613787756, 631, 0)","('0.00 < parC3 <= 1.00', 0.3091464524642314, 631, 0)","('0.00 < parC2 <= 1.00', 0.3075016479895371, 631, 0)","('befC2 <= 0.00', 0.1600667348822166, 631, 0)","('PrevFail > 0.00', -0.14914840704668655, 631, 0)","('befC4 <= 0.00', 0.1477952224163894, 631, 0)","('PrevDO <= 0.00', -0.12443572739601685, 631, 0)","('befDOC6 <= 0.00', -0.12054038863028399, 631, 0)","('befFC6 <= 0.00', -0.11870907896602088, 631, 0)","('befC3 <= 0.00', 0.10816688389075484, 631, 0)"
632,"('parC4 <= 0.00', -0.35574293122979667, 632, 0)","('0.00 < parC3 <= 1.00', 0.3012225253510499, 632, 0)","('parC2 <= 0.00', -0.2937472432867943, 632, 0)","('befC4 <= 0.00', 0.16417079370838614, 632, 0)","('befC2 > 0.00', -0.14459092552269956, 632, 0)","('PrevFail <= 0.00', 0.11729547867736737, 632, 0)","('befDOC5 <= 0.00', -0.1100912786750142, 632, 0)","('PrevDO <= 0.00', -0.10424412449106464, 632, 0)","('befDOC6 <= 0.00', -0.09488926239972453, 632, 0)","('befFC6 <= 0.00', -0.0901996323481294, 632, 0)"
633,"('0.00 < parC4 <= 1.00', 0.3549996825135609, 633, 0)","('0.00 < parC3 <= 1.00', 0.31932546808382606, 633, 0)","('0.00 < parC2 <= 1.00', 0.295275175305706, 633, 0)","('befC4 <= 0.00', 0.14594896973216015, 633, 0)","('befC2 <= 0.00', 0.13443165075201405, 633, 0)","('befC3 <= 0.00', 0.12799702964818124, 633, 0)","('PrevFail > 0.00', -0.12331436845733841, 633, 0)","('befDOC5 <= 0.00', -0.11906355362249968, 633, 0)","('befDOC6 <= 0.00', -0.11540275590667391, 633, 0)","('befFC6 <= 0.00', -0.10691433973754956, 633, 0)"
634,"('parC4 <= 0.00', -0.33209566677961794, 634, 0)","('0.00 < parC3 <= 1.00', 0.29332976274128936, 634, 0)","('parC2 <= 0.00', -0.2874873716456615, 634, 0)","('befC4 > 0.00', -0.15667344645407566, 634, 0)","('befC2 <= 0.00', 0.13677503822998427, 634, 0)","('PrevFail <= 0.00', 0.12973329529995528, 634, 0)","('befDOC5 <= 0.00', -0.11591602012592692, 634, 0)","('PrevDO <= 0.00', -0.11407494134533726, 634, 0)","('befFC5 <= 0.00', -0.11058752260690188, 634, 0)","('befDOC6 <= 0.00', -0.1088848722851969, 634, 0)"
635,"('parC4 <= 0.00', -0.33175586079319763, 635, 0)","('parC2 <= 0.00', -0.2982218018838002, 635, 0)","('0.00 < parC3 <= 1.00', 0.2951487549177297, 635, 0)","('befC4 <= 0.00', 0.1643938421697234, 635, 0)","('PrevFail > 0.00', -0.14706893068001486, 635, 0)","('befC2 > 0.00', -0.1410764378385345, 635, 0)","('PrevDO <= 0.00', -0.12043141985055206, 635, 0)","('befFC6 <= 0.00', -0.11500120362651946, 635, 0)","('befC3 <= 0.00', 0.10185400969930328, 635, 0)","('befDOC6 <= 0.00', -0.0991974823635979, 635, 0)"
636,"('0.00 < parC4 <= 1.00', 0.3478160769745839, 636, 1)","('0.00 < parC3 <= 1.00', 0.3139069055736596, 636, 1)","('0.00 < parC2 <= 1.00', 0.30275683416430565, 636, 1)","('befC2 <= 0.00', 0.16133365227268603, 636, 1)","('befC4 <= 0.00', 0.1455747209184443, 636, 1)","('PrevDO > 0.00', 0.13206897802023052, 636, 1)","('befC3 <= 0.00', 0.12391203999193494, 636, 1)","('PrevFail > 0.00', -0.12245818980888336, 636, 1)","('befFC6 <= 0.00', -0.12244863304628485, 636, 1)","('befDOC5 <= 0.00', -0.10652618328082179, 636, 1)"
637,"('0.00 < parC4 <= 1.00', 0.3387481592971488, 637, 1)","('0.00 < parC3 <= 1.00', 0.30865537398567844, 637, 1)","('0.00 < parC2 <= 1.00', 0.308384339735333, 637, 1)","('befC4 <= 0.00', 0.16128255764220117, 637, 1)","('PrevDO <= 0.00', -0.135989130942809, 637, 1)","('PrevFail <= 0.00', 0.13124230461237543, 637, 1)","('befDOC6 <= 0.00', -0.13057274386271234, 637, 1)","('befC2 <= 0.00', 0.1301477485981887, 637, 1)","('befDOC5 > 0.00', 0.12311749226218922, 637, 1)","('befFC5 <= 0.00', -0.11236833216302665, 637, 1)"
638,"('parC4 <= 0.00', -0.34373437552479713, 638, 0)","('0.00 < parC2 <= 1.00', 0.29660033806489133, 638, 0)","('0.00 < parC3 <= 1.00', 0.29224289575855816, 638, 0)","('befC4 <= 0.00', 0.15739191807895325, 638, 0)","('PrevFail <= 0.00', 0.1518921797326651, 638, 0)","('befC3 <= 0.00', 0.1382691878956488, 638, 0)","('befC2 <= 0.00', 0.12136233009674577, 638, 0)","('befFC6 <= 0.00', -0.12118754217883912, 638, 0)","('PrevDO <= 0.00', -0.11969987506396121, 638, 0)","('befDOC5 <= 0.00', -0.10742033097694266, 638, 0)"
639,"('0.00 < parC4 <= 1.00', 0.33790397353039275, 639, 0)","('parC3 <= 0.00', -0.3214754752931059, 639, 0)","('0.00 < parC2 <= 1.00', 0.3027768984290613, 639, 0)","('befC4 <= 0.00', 0.170925914595581, 639, 0)","('befC2 <= 0.00', 0.14581802778454642, 639, 0)","('PrevFail <= 0.00', 0.1329781245310761, 639, 0)","('PrevDO <= 0.00', -0.12057330530145376, 639, 0)","('befFC5 > 0.00', 0.1146347938714027, 639, 0)","('befC3 > 0.00', -0.10182518487074314, 639, 0)","('befDOC5 <= 0.00', -0.09375390674113385, 639, 0)"
640,"('0.00 < parC4 <= 1.00', 0.3620181099305969, 640, 0)","('0.00 < parC3 <= 1.00', 0.3209497672646815, 640, 0)","('0.00 < parC2 <= 1.00', 0.31036256807496976, 640, 0)","('befC4 <= 0.00', 0.16677212675628963, 640, 0)","('befC2 <= 0.00', 0.15421303292942065, 640, 0)","('PrevFail > 0.00', -0.13164964921522168, 640, 0)","('PrevDO <= 0.00', -0.11947079403572833, 640, 0)","('befDOC5 <= 0.00', -0.11759606448348087, 640, 0)","('befFC6 <= 0.00', -0.11311585462976245, 640, 0)","('befC3 <= 0.00', 0.1046183298850519, 640, 0)"
641,"('0.00 < parC4 <= 1.00', 0.35901654222521817, 641, 0)","('parC2 <= 0.00', -0.3159055103541978, 641, 0)","('0.00 < parC3 <= 1.00', 0.3077261153958742, 641, 0)","('befC4 <= 0.00', 0.17474486658022098, 641, 0)","('befC2 <= 0.00', 0.13114220305342, 641, 0)","('PrevDO <= 0.00', -0.13044639762360957, 641, 0)","('PrevFail > 0.00', -0.12710325347701196, 641, 0)","('befDOC6 <= 0.00', -0.1227166830829985, 641, 0)","('befFC6 > 0.00', 0.11178728244910756, 641, 0)","('befFC5 <= 0.00', -0.1037042220952323, 641, 0)"
642,"('0.00 < parC4 <= 1.00', 0.3440909616840064, 642, 1)","('0.00 < parC3 <= 1.00', 0.32199236805131104, 642, 1)","('0.00 < parC2 <= 1.00', 0.30708037845666175, 642, 1)","('befC4 <= 0.00', 0.17766640638679623, 642, 1)","('befDOC5 <= 0.00', -0.1557735966923319, 642, 1)","('befC2 <= 0.00', 0.14481949749866393, 642, 1)","('PrevFail <= 0.00', 0.13106767689962234, 642, 1)","('PrevDO > 0.00', 0.12270336807554173, 642, 1)","('befDOC6 <= 0.00', -0.11042981883185717, 642, 1)","('befFC6 > 0.00', 0.10659860852151944, 642, 1)"
643,"('parC4 <= 0.00', -0.3522497098603521, 643, 0)","('0.00 < parC3 <= 1.00', 0.32670959893953005, 643, 0)","('0.00 < parC2 <= 1.00', 0.2979547639568402, 643, 0)","('befC4 <= 0.00', 0.16364984529224397, 643, 0)","('befC2 <= 0.00', 0.13358696690025607, 643, 0)","('befC3 <= 0.00', 0.1300715132170004, 643, 0)","('befFC5 <= 0.00', -0.11899483991562991, 643, 0)","('PrevFail <= 0.00', 0.11887896372901458, 643, 0)","('PrevDO <= 0.00', -0.11731074054490699, 643, 0)","('befDOC5 <= 0.00', -0.1074805461027469, 643, 0)"
