,0,1,2,3,4,5,6,7,8,9
644,"('0.00 < parC4 <= 1.00', 0.36001225563178446, 644, 1)","('0.00 < parC3 <= 1.00', 0.3209256505019295, 644, 1)","('0.00 < parC2 <= 1.00', 0.3207629823161373, 644, 1)","('befC4 <= 0.00', 0.14879985727033304, 644, 1)","('befC2 <= 0.00', 0.13522713208125756, 644, 1)","('befC3 <= 0.00', 0.12316920771044385, 644, 1)","('PrevFail <= 0.00', 0.1194473311083734, 644, 1)","('befDOC6 <= 0.00', -0.1185753733400354, 644, 1)","('befDOC5 <= 0.00', -0.1128505407268816, 644, 1)","('PrevDO > 0.00', 0.1066876691341373, 644, 1)"
645,"('parC4 <= 0.00', -0.33950985857946847, 645, 0)","('parC3 <= 0.00', -0.3004560202482424, 645, 0)","('0.00 < parC2 <= 1.00', 0.28610550814983965, 645, 0)","('befC4 <= 0.00', 0.14389865837683966, 645, 0)","('befC2 <= 0.00', 0.13925481246362537, 645, 0)","('PrevDO <= 0.00', -0.1299548741849615, 645, 0)","('PrevFail <= 0.00', 0.1250591912900904, 645, 0)","('befFC5 > 0.00', 0.1237068563318737, 645, 0)","('befDOC5 <= 0.00', -0.11862675243406333, 645, 0)","('befDOC6 <= 0.00', -0.11771494470894439, 645, 0)"
646,"('0.00 < parC4 <= 1.00', 0.3332978820882075, 646, 0)","('parC3 <= 0.00', -0.2932407678161958, 646, 0)","('parC2 <= 0.00', -0.2929428572949448, 646, 0)","('befC4 <= 0.00', 0.1578684890421947, 646, 0)","('PrevFail <= 0.00', 0.1324727597896011, 646, 0)","('befC2 <= 0.00', 0.12820750842117434, 646, 0)","('befFC6 <= 0.00', -0.12773310755136863, 646, 0)","('befC3 > 0.00', -0.11695014588477012, 646, 0)","('befFC5 <= 0.00', -0.11533708221012098, 646, 0)","('PrevDO <= 0.00', -0.11445945107516518, 646, 0)"
647,"('0.00 < parC4 <= 1.00', 0.3490355564954712, 647, 1)","('0.00 < parC2 <= 1.00', 0.32753385764537757, 647, 1)","('0.00 < parC3 <= 1.00', 0.32157077923680905, 647, 1)","('befC4 <= 0.00', 0.1708932805639175, 647, 1)","('befC2 <= 0.00', 0.13494971950236706, 647, 1)","('PrevFail <= 0.00', 0.13027456823656552, 647, 1)","('befC3 <= 0.00', 0.12552529532741336, 647, 1)","('befFC6 <= 0.00', -0.11345435803628677, 647, 1)","('PrevDO > 0.00', 0.1119099275414833, 647, 1)","('befDOC5 <= 0.00', -0.10551929373124527, 647, 1)"
648,"('parC4 <= 0.00', -0.3273305244035514, 648, 0)","('0.00 < parC3 <= 1.00', 0.2960893563386523, 648, 0)","('parC2 <= 0.00', -0.28759631694451976, 648, 0)","('befC4 <= 0.00', 0.15481740682879153, 648, 0)","('befC2 <= 0.00', 0.1512857052255214, 648, 0)","('PrevFail <= 0.00', 0.1349253659706997, 648, 0)","('befC3 <= 0.00', 0.11789535982535335, 648, 0)","('befFC6 <= 0.00', -0.1121238215093387, 648, 0)","('PrevDO <= 0.00', -0.10818977346524644, 648, 0)","('befDOC6 <= 0.00', -0.10290434920654734, 648, 0)"
649,"('parC4 <= 0.00', -0.350477768876899, 649, 0)","('0.00 < parC3 <= 1.00', 0.29327556235845154, 649, 0)","('0.00 < parC2 <= 1.00', 0.27766688073167617, 649, 0)","('befC4 <= 0.00', 0.1429855744627457, 649, 0)","('PrevFail <= 0.00', 0.1355828095936646, 649, 0)","('befC2 <= 0.00', 0.12212975783113011, 649, 0)","('befFC5 <= 0.00', -0.1185638095879708, 649, 0)","('befDOC5 <= 0.00', -0.11685963083662669, 649, 0)","('PrevDO > 0.00', 0.11434444414294122, 649, 0)","('befC3 <= 0.00', 0.11427354424558273, 649, 0)"
650,"('0.00 < parC4 <= 1.00', 0.32804631196080153, 650, 0)","('0.00 < parC3 <= 1.00', 0.3160007605122135, 650, 0)","('parC2 <= 0.00', -0.3000212453652763, 650, 0)","('befC4 <= 0.00', 0.14852132510706492, 650, 0)","('PrevFail > 0.00', -0.14248309494521552, 650, 0)","('PrevDO > 0.00', 0.13497793158482935, 650, 0)","('befFC6 <= 0.00', -0.11811662186795331, 650, 0)","('befC2 > 0.00', -0.11789881501608325, 650, 0)","('befFC5 <= 0.00', -0.10462602692075346, 650, 0)","('befC3 <= 0.00', 0.10326683159354162, 650, 0)"
651,"('0.00 < parC4 <= 1.00', 0.354551611532178, 651, 1)","('0.00 < parC3 <= 1.00', 0.3226729988417901, 651, 1)","('0.00 < parC2 <= 1.00', 0.3048519560127544, 651, 1)","('befC4 <= 0.00', 0.1528875235709321, 651, 1)","('PrevFail <= 0.00', 0.14008664766525114, 651, 1)","('befC2 <= 0.00', 0.13841286463690028, 651, 1)","('PrevDO <= 0.00', -0.1365389636570049, 651, 1)","('befDOC5 <= 0.00', -0.13036486682788878, 651, 1)","('befC3 <= 0.00', 0.12698846738007316, 651, 1)","('befFC6 <= 0.00', -0.11471912541612168, 651, 1)"
652,"('0.00 < parC4 <= 1.00', 0.3273201599728312, 652, 0)","('parC3 <= 0.00', -0.32560742889615046, 652, 0)","('0.00 < parC2 <= 1.00', 0.30617590036470366, 652, 0)","('PrevFail <= 0.00', 0.15225535540483284, 652, 0)","('befC4 <= 0.00', 0.1442866918846464, 652, 0)","('befC2 <= 0.00', 0.13931608731109568, 652, 0)","('befFC5 <= 0.00', -0.1182207238103781, 652, 0)","('PrevDO <= 0.00', -0.11288299570778934, 652, 0)","('befC3 <= 0.00', 0.10675719036023752, 652, 0)","('befDOC5 <= 0.00', -0.1018336569110639, 652, 0)"
653,"('parC4 <= 0.00', -0.3135908835858541, 653, 0)","('parC3 <= 0.00', -0.2876890750133166, 653, 0)","('parC2 <= 0.00', -0.2831622486067502, 653, 0)","('befC4 <= 0.00', 0.1799235301663649, 653, 0)","('PrevDO <= 0.00', -0.13786144321441163, 653, 0)","('PrevFail > 0.00', -0.133631222617075, 653, 0)","('befC2 > 0.00', -0.12104599210234379, 653, 0)","('befFC5 <= 0.00', -0.10841037970099092, 653, 0)","('befFC6 <= 0.00', -0.10776235656732944, 653, 0)","('befDOC5 <= 0.00', -0.1038595746448894, 653, 0)"
654,"('0.00 < parC4 <= 1.00', 0.34030716078194106, 654, 1)","('0.00 < parC2 <= 1.00', 0.3203762876423816, 654, 1)","('0.00 < parC3 <= 1.00', 0.3169931944900519, 654, 1)","('befC4 <= 0.00', 0.16625963665915738, 654, 1)","('befC2 <= 0.00', 0.1562697470397354, 654, 1)","('PrevFail <= 0.00', 0.13569262122388054, 654, 1)","('PrevDO <= 0.00', -0.12757867488505228, 654, 1)","('befFC6 <= 0.00', -0.11988284555054471, 654, 1)","('befDOC5 <= 0.00', -0.10503973642970027, 654, 1)","('befC3 <= 0.00', 0.09594480645029316, 654, 1)"
655,"('parC4 <= 0.00', -0.329460466161757, 655, 0)","('0.00 < parC3 <= 1.00', 0.29801078802176173, 655, 0)","('0.00 < parC2 <= 1.00', 0.2891734493309227, 655, 0)","('befC4 > 0.00', -0.16707737577149237, 655, 0)","('befC2 <= 0.00', 0.13432779371761705, 655, 0)","('PrevDO <= 0.00', -0.13003443841441678, 655, 0)","('befFC5 <= 0.00', -0.12284159540254778, 655, 0)","('befDOC6 <= 0.00', -0.11452222857163524, 655, 0)","('PrevFail <= 0.00', 0.10881208009885354, 655, 0)","('befC3 <= 0.00', 0.1046036273351988, 655, 0)"
656,"('0.00 < parC4 <= 1.00', 0.34040056022999565, 656, 1)","('0.00 < parC3 <= 1.00', 0.32202612130940655, 656, 1)","('0.00 < parC2 <= 1.00', 0.31198866216093174, 656, 1)","('befC4 <= 0.00', 0.1725076354669822, 656, 1)","('befC2 <= 0.00', 0.15281803371657313, 656, 1)","('PrevDO > 0.00', 0.13807984865011513, 656, 1)","('PrevFail <= 0.00', 0.13167314452391468, 656, 1)","('befFC5 <= 0.00', -0.12478355014700931, 656, 1)","('befFC6 > 0.00', 0.12274075461302943, 656, 1)","('befC3 <= 0.00', 0.10516956602821939, 656, 1)"
657,"('0.00 < parC4 <= 1.00', 0.35341459859507524, 657, 0)","('0.00 < parC3 <= 1.00', 0.3105699659636315, 657, 0)","('0.00 < parC2 <= 1.00', 0.3006462074657379, 657, 0)","('befC2 <= 0.00', 0.15731471077291406, 657, 0)","('befC4 <= 0.00', 0.15211936686015684, 657, 0)","('PrevFail > 0.00', -0.138032455677589, 657, 0)","('befFC5 <= 0.00', -0.13576089754025294, 657, 0)","('befC3 <= 0.00', 0.12916344213398873, 657, 0)","('befFC6 <= 0.00', -0.12566225504332457, 657, 0)","('befDOC5 <= 0.00', -0.10816304979188088, 657, 0)"
658,"('0.00 < parC4 <= 1.00', 0.3500478721621049, 658, 1)","('0.00 < parC3 <= 1.00', 0.31482141613713505, 658, 1)","('0.00 < parC2 <= 1.00', 0.3049511985604604, 658, 1)","('befC4 <= 0.00', 0.1568722773552801, 658, 1)","('PrevDO > 0.00', 0.1551727650638802, 658, 1)","('PrevFail <= 0.00', 0.13604358926067403, 658, 1)","('befC2 <= 0.00', 0.13395628230414014, 658, 1)","('befDOC5 <= 0.00', -0.12288894219427496, 658, 1)","('befFC5 <= 0.00', -0.11623539285854968, 658, 1)","('befDOC6 <= 0.00', -0.10998247020936276, 658, 1)"
659,"('0.00 < parC4 <= 1.00', 0.3665734737762272, 659, 1)","('0.00 < parC3 <= 1.00', 0.3313368373901634, 659, 1)","('0.00 < parC2 <= 1.00', 0.31421661227058273, 659, 1)","('befC4 <= 0.00', 0.1667935206831212, 659, 1)","('befC2 <= 0.00', 0.14283934745657006, 659, 1)","('PrevFail <= 0.00', 0.12594947981957852, 659, 1)","('PrevDO <= 0.00', -0.12009208241433891, 659, 1)","('befFC6 <= 0.00', -0.11793963426983702, 659, 1)","('befFC5 <= 0.00', -0.11480986726983598, 659, 1)","('befDOC5 <= 0.00', -0.11357264385503668, 659, 1)"
660,"('0.00 < parC4 <= 1.00', 0.3378445375558078, 660, 1)","('0.00 < parC3 <= 1.00', 0.3233324286914311, 660, 1)","('0.00 < parC2 <= 1.00', 0.284218988164671, 660, 1)","('befC4 <= 0.00', 0.14769830426089822, 660, 1)","('befC2 <= 0.00', 0.144937982974637, 660, 1)","('PrevFail <= 0.00', 0.14086496598861625, 660, 1)","('befFC6 <= 0.00', -0.13198771215569174, 660, 1)","('PrevDO > 0.00', 0.12315455760258687, 660, 1)","('befC3 <= 0.00', 0.12205422426311985, 660, 1)","('befDOC6 <= 0.00', -0.11349857254827812, 660, 1)"
661,"('parC4 <= 0.00', -0.3354452672873632, 661, 0)","('parC3 <= 0.00', -0.30446614063655836, 661, 0)","('0.00 < parC2 <= 1.00', 0.2813064739624573, 661, 0)","('befC4 <= 0.00', 0.17311843810529298, 661, 0)","('befC2 <= 0.00', 0.14637579817976323, 661, 0)","('PrevDO <= 0.00', -0.12273222109685829, 661, 0)","('befC3 > 0.00', -0.12217927751313318, 661, 0)","('PrevFail <= 0.00', 0.11917992027020934, 661, 0)","('befFC5 <= 0.00', -0.11537384806595687, 661, 0)","('befDOC6 <= 0.00', -0.11301826678541829, 661, 0)"
662,"('0.00 < parC4 <= 1.00', 0.3566252666091946, 662, 1)","('0.00 < parC3 <= 1.00', 0.33685391407777165, 662, 1)","('0.00 < parC2 <= 1.00', 0.30393404907212, 662, 1)","('befC4 <= 0.00', 0.1561890681423027, 662, 1)","('befC2 <= 0.00', 0.14487047303243325, 662, 1)","('PrevFail <= 0.00', 0.1328873013005415, 662, 1)","('PrevDO <= 0.00', -0.1318664681528732, 662, 1)","('befFC5 > 0.00', 0.125732191632683, 662, 1)","('befC3 <= 0.00', 0.1084614985373089, 662, 1)","('befDOC6 <= 0.00', -0.10291709068656088, 662, 1)"
663,"('parC4 <= 0.00', -0.34334295350107563, 663, 0)","('0.00 < parC3 <= 1.00', 0.3193484580109012, 663, 0)","('0.00 < parC2 <= 1.00', 0.29786743280402767, 663, 0)","('befC4 > 0.00', -0.17273847792558977, 663, 0)","('befC2 <= 0.00', 0.15453763183880076, 663, 0)","('PrevFail <= 0.00', 0.12834373140541858, 663, 0)","('befDOC5 <= 0.00', -0.12748183834666565, 663, 0)","('PrevDO > 0.00', 0.12191670721290516, 663, 0)","('befDOC6 <= 0.00', -0.11829042489978041, 663, 0)","('befFC5 <= 0.00', -0.10927928658147244, 663, 0)"
664,"('parC4 <= 0.00', -0.34140509333090824, 664, 0)","('0.00 < parC2 <= 1.00', 0.31884356367703454, 664, 0)","('0.00 < parC3 <= 1.00', 0.31769147545814275, 664, 0)","('befC4 <= 0.00', 0.16548219235311337, 664, 0)","('befC2 <= 0.00', 0.15619241067546955, 664, 0)","('PrevFail <= 0.00', 0.14135436598783235, 664, 0)","('befFC6 <= 0.00', -0.12464992000739776, 664, 0)","('befFC5 <= 0.00', -0.12188296778029781, 664, 0)","('befDOC5 <= 0.00', -0.11381134253748831, 664, 0)","('befDOC6 > 0.00', 0.11154012018266503, 664, 0)"
665,"('0.00 < parC4 <= 1.00', 0.345746855814486, 665, 1)","('0.00 < parC3 <= 1.00', 0.30190890269701465, 665, 1)","('0.00 < parC2 <= 1.00', 0.29679175650258016, 665, 1)","('befC4 <= 0.00', 0.16630722907061252, 665, 1)","('befC2 <= 0.00', 0.151953181469943, 665, 1)","('PrevFail <= 0.00', 0.1446018738965239, 665, 1)","('befDOC6 <= 0.00', -0.12954980560651008, 665, 1)","('PrevDO <= 0.00', -0.12503504555194048, 665, 1)","('befFC6 > 0.00', 0.1214720647046421, 665, 1)","('befC3 <= 0.00', 0.11787654548910197, 665, 1)"
666,"('parC4 <= 0.00', -0.35273168366878277, 666, 0)","('0.00 < parC3 <= 1.00', 0.30201129575700625, 666, 0)","('parC2 <= 0.00', -0.2961751532926749, 666, 0)","('befC4 <= 0.00', 0.1543825887143818, 666, 0)","('PrevFail <= 0.00', 0.14243182874695964, 666, 0)","('befC2 <= 0.00', 0.1359585059139244, 666, 0)","('befC3 <= 0.00', 0.127960514367505, 666, 0)","('PrevDO > 0.00', 0.12685160843336757, 666, 0)","('befFC6 > 0.00', 0.11165344585010756, 666, 0)","('befDOC6 <= 0.00', -0.11043418012380546, 666, 0)"
667,"('0.00 < parC4 <= 1.00', 0.33807548420740696, 667, 0)","('parC3 <= 0.00', -0.30585068129365084, 667, 0)","('parC2 <= 0.00', -0.29346418007069663, 667, 0)","('befC4 <= 0.00', 0.1693712283788946, 667, 0)","('befC2 <= 0.00', 0.13894073132050594, 667, 0)","('befFC5 <= 0.00', -0.12766763991940622, 667, 0)","('PrevDO <= 0.00', -0.11753355136419993, 667, 0)","('befDOC5 <= 0.00', -0.1158872042776278, 667, 0)","('PrevFail > 0.00', -0.11099456808065968, 667, 0)","('befFC6 > 0.00', 0.10734975262306133, 667, 0)"
668,"('0.00 < parC4 <= 1.00', 0.33237320366849604, 668, 0)","('parC3 <= 0.00', -0.3095432416599243, 668, 0)","('parC2 <= 0.00', -0.3062205893055557, 668, 0)","('befC4 <= 0.00', 0.15570671586127668, 668, 0)","('befC2 <= 0.00', 0.11568086165407351, 668, 0)","('PrevFail <= 0.00', 0.11520797573701227, 668, 0)","('befC3 > 0.00', -0.11285728293697955, 668, 0)","('befDOC5 <= 0.00', -0.11097351767875636, 668, 0)","('befFC5 <= 0.00', -0.10095777663420509, 668, 0)","('PrevDO <= 0.00', -0.09796472931442698, 668, 0)"
669,"('0.00 < parC4 <= 1.00', 0.33810445188404425, 669, 0)","('0.00 < parC3 <= 1.00', 0.300446162176455, 669, 0)","('parC2 <= 0.00', -0.30008184167126584, 669, 0)","('befC4 <= 0.00', 0.15669111216750345, 669, 0)","('PrevFail <= 0.00', 0.13461546813849154, 669, 0)","('befDOC5 <= 0.00', -0.11390074724754583, 669, 0)","('befFC6 <= 0.00', -0.11191516657325587, 669, 0)","('befFC5 > 0.00', 0.1083879495259877, 669, 0)","('PrevDO > 0.00', 0.1038282259609666, 669, 0)","('befC2 <= 0.00', 0.10165519343776742, 669, 0)"
670,"('0.00 < parC4 <= 1.00', 0.33713060545684936, 670, 0)","('0.00 < parC3 <= 1.00', 0.3288289160738218, 670, 0)","('0.00 < parC2 <= 1.00', 0.3152821364391813, 670, 0)","('befC4 <= 0.00', 0.1613273525703109, 670, 0)","('befC2 <= 0.00', 0.14921393846634737, 670, 0)","('PrevFail <= 0.00', 0.14498827285440927, 670, 0)","('PrevDO <= 0.00', -0.13181420467546823, 670, 0)","('befFC6 <= 0.00', -0.11606545826712615, 670, 0)","('befDOC5 <= 0.00', -0.11572977415968429, 670, 0)","('befFC5 <= 0.00', -0.11344950650131404, 670, 0)"
671,"('0.00 < parC4 <= 1.00', 0.32701708559473547, 671, 0)","('parC3 <= 0.00', -0.3061247247456708, 671, 0)","('parC2 <= 0.00', -0.2952395654340647, 671, 0)","('befC4 <= 0.00', 0.16490176635222645, 671, 0)","('befC2 > 0.00', -0.14265421677907167, 671, 0)","('PrevDO <= 0.00', -0.12857843287938764, 671, 0)","('befDOC5 <= 0.00', -0.12553053977804265, 671, 0)","('PrevFail <= 0.00', 0.1247836099202468, 671, 0)","('befDOC6 <= 0.00', -0.11904366544895052, 671, 0)","('befC3 <= 0.00', 0.10716731081027284, 671, 0)"
672,"('0.00 < parC4 <= 1.00', 0.3241132963024496, 672, 0)","('0.00 < parC3 <= 1.00', 0.31141082888668437, 672, 0)","('0.00 < parC2 <= 1.00', 0.30397897372363897, 672, 0)","('befC4 <= 0.00', 0.16610330864125056, 672, 0)","('befDOC6 <= 0.00', -0.1284854396692798, 672, 0)","('befC3 <= 0.00', 0.12735014554657334, 672, 0)","('PrevFail > 0.00', -0.12347284073490801, 672, 0)","('befC2 <= 0.00', 0.12120067053117584, 672, 0)","('PrevDO <= 0.00', -0.11597036512865834, 672, 0)","('befFC6 <= 0.00', -0.11434045259789974, 672, 0)"
673,"('0.00 < parC4 <= 1.00', 0.34027801641457905, 673, 1)","('0.00 < parC3 <= 1.00', 0.30787256554594594, 673, 1)","('0.00 < parC2 <= 1.00', 0.30167940430557816, 673, 1)","('befC4 <= 0.00', 0.1522947416767659, 673, 1)","('PrevDO <= 0.00', -0.13953792098826828, 673, 1)","('befC2 <= 0.00', 0.136642567627119, 673, 1)","('befDOC6 <= 0.00', -0.12368590268566229, 673, 1)","('PrevFail <= 0.00', 0.12232868771306595, 673, 1)","('befDOC5 > 0.00', 0.12230470363247553, 673, 1)","('befFC5 <= 0.00', -0.11774523894512898, 673, 1)"
674,"('0.00 < parC4 <= 1.00', 0.3248663608960846, 674, 0)","('0.00 < parC3 <= 1.00', 0.3074745519528772, 674, 0)","('parC2 <= 0.00', -0.3047472249753949, 674, 0)","('befC4 <= 0.00', 0.15943949524417408, 674, 0)","('befC2 > 0.00', -0.15798582253903445, 674, 0)","('PrevFail <= 0.00', 0.1318796596799467, 674, 0)","('befFC6 <= 0.00', -0.11478060505763714, 674, 0)","('befC3 <= 0.00', 0.11229696831399572, 674, 0)","('befDOC5 <= 0.00', -0.11169660536399581, 674, 0)","('befFC5 <= 0.00', -0.10344229352009186, 674, 0)"
675,"('0.00 < parC4 <= 1.00', 0.34664898488897516, 675, 0)","('parC3 <= 0.00', -0.3221340793232257, 675, 0)","('0.00 < parC2 <= 1.00', 0.30741892978004737, 675, 0)","('befC4 <= 0.00', 0.1537727232677445, 675, 0)","('befC3 <= 0.00', 0.13383977033480846, 675, 0)","('PrevFail <= 0.00', 0.13073816913536068, 675, 0)","('befC2 <= 0.00', 0.12767054869509323, 675, 0)","('befFC5 <= 0.00', -0.11643900197504779, 675, 0)","('befFC6 <= 0.00', -0.1108425930653685, 675, 0)","('PrevDO > 0.00', 0.11031619691016965, 675, 0)"
676,"('0.00 < parC4 <= 1.00', 0.32893526187137107, 676, 0)","('parC2 <= 0.00', -0.29945183017605914, 676, 0)","('parC3 <= 0.00', -0.28639014259404566, 676, 0)","('befC4 <= 0.00', 0.14630732306298788, 676, 0)","('PrevFail <= 0.00', 0.14094012682540757, 676, 0)","('befC2 > 0.00', -0.13134428366675271, 676, 0)","('PrevDO > 0.00', 0.1264153949130244, 676, 0)","('befFC6 <= 0.00', -0.1258870730547132, 676, 0)","('befDOC6 <= 0.00', -0.11660710885087165, 676, 0)","('befDOC5 <= 0.00', -0.11168923024936382, 676, 0)"
677,"('0.00 < parC4 <= 1.00', 0.35346987938236624, 677, 0)","('0.00 < parC3 <= 1.00', 0.3227737050489999, 677, 0)","('0.00 < parC2 <= 1.00', 0.28985837679412724, 677, 0)","('befC2 <= 0.00', 0.15850356115062747, 677, 0)","('befC4 <= 0.00', 0.156794368925353, 677, 0)","('PrevFail <= 0.00', 0.13462786736229776, 677, 0)","('PrevDO <= 0.00', -0.1311200580148321, 677, 0)","('befC3 <= 0.00', 0.1174232070500039, 677, 0)","('befDOC6 <= 0.00', -0.1127735300984074, 677, 0)","('befFC6 > 0.00', 0.11226060073040257, 677, 0)"
678,"('0.00 < parC4 <= 1.00', 0.332382228980428, 678, 1)","('0.00 < parC2 <= 1.00', 0.30405053075624927, 678, 1)","('0.00 < parC3 <= 1.00', 0.30157114355786624, 678, 1)","('befC4 <= 0.00', 0.17432203995903547, 678, 1)","('befC2 <= 0.00', 0.15564237356985394, 678, 1)","('PrevFail <= 0.00', 0.14077339091019825, 678, 1)","('PrevDO > 0.00', 0.13092414870536345, 678, 1)","('befFC5 <= 0.00', -0.1231578866811116, 678, 1)","('befDOC6 <= 0.00', -0.10448967739734105, 678, 1)","('befFC6 <= 0.00', -0.10141118782001807, 678, 1)"
679,"('parC4 <= 0.00', -0.3437641758837134, 679, 0)","('0.00 < parC3 <= 1.00', 0.2938146314141839, 679, 0)","('parC2 <= 0.00', -0.28622112426463286, 679, 0)","('befC4 > 0.00', -0.15404430018867124, 679, 0)","('PrevDO <= 0.00', -0.13102316640790962, 679, 0)","('PrevFail <= 0.00', 0.13020438523565014, 679, 0)","('befC2 > 0.00', -0.12427547904221056, 679, 0)","('befFC6 <= 0.00', -0.11486168567669028, 679, 0)","('befDOC5 <= 0.00', -0.11403926565453015, 679, 0)","('befFC5 <= 0.00', -0.11399605163964284, 679, 0)"
680,"('0.00 < parC4 <= 1.00', 0.3375363957641251, 680, 1)","('0.00 < parC3 <= 1.00', 0.32745366952411586, 680, 1)","('0.00 < parC2 <= 1.00', 0.2962688081033486, 680, 1)","('befC2 <= 0.00', 0.15231751555673753, 680, 1)","('befC4 <= 0.00', 0.15128466340553987, 680, 1)","('PrevDO <= 0.00', -0.13181480705525628, 680, 1)","('befC3 <= 0.00', 0.12155595753388318, 680, 1)","('befDOC5 <= 0.00', -0.1189680079454347, 680, 1)","('PrevFail <= 0.00', 0.11445303828113478, 680, 1)","('befDOC6 <= 0.00', -0.11175106574009548, 680, 1)"
681,"('0.00 < parC4 <= 1.00', 0.34301472113566317, 681, 0)","('parC3 <= 0.00', -0.3193071384366925, 681, 0)","('0.00 < parC2 <= 1.00', 0.30620456510751937, 681, 0)","('befC2 <= 0.00', 0.158256340454935, 681, 0)","('befC4 <= 0.00', 0.1538241374649856, 681, 0)","('PrevFail <= 0.00', 0.14435956848813306, 681, 0)","('PrevDO > 0.00', 0.13133945423001248, 681, 0)","('befDOC5 <= 0.00', -0.11490674944863986, 681, 0)","('befC3 > 0.00', -0.104152580783694, 681, 0)","('befFC5 <= 0.00', -0.1008156117878354, 681, 0)"
682,"('0.00 < parC4 <= 1.00', 0.3426762041995547, 682, 0)","('parC2 <= 0.00', -0.31787088682832754, 682, 0)","('0.00 < parC3 <= 1.00', 0.3122117482031589, 682, 0)","('befC4 <= 0.00', 0.16923496207823494, 682, 0)","('PrevFail <= 0.00', 0.12497233793810321, 682, 0)","('befC2 > 0.00', -0.12453646313040975, 682, 0)","('befFC5 <= 0.00', -0.12076068910437626, 682, 0)","('befDOC5 <= 0.00', -0.11567529276134503, 682, 0)","('befFC6 > 0.00', 0.11252335112784144, 682, 0)","('befDOC6 > 0.00', 0.10344002601172332, 682, 0)"
683,"('parC4 <= 0.00', -0.34685143607565755, 683, 0)","('0.00 < parC3 <= 1.00', 0.3143564986500099, 683, 0)","('0.00 < parC2 <= 1.00', 0.30714778017473443, 683, 0)","('befC4 > 0.00', -0.17379181111439404, 683, 0)","('befC2 <= 0.00', 0.13645369065939159, 683, 0)","('PrevDO <= 0.00', -0.12825020647800353, 683, 0)","('PrevFail > 0.00', -0.12421779295389469, 683, 0)","('befFC6 <= 0.00', -0.12113682601755872, 683, 0)","('befFC5 <= 0.00', -0.11453407703522651, 683, 0)","('befC3 <= 0.00', 0.10866807449326445, 683, 0)"
684,"('parC4 <= 0.00', -0.3266675659648897, 684, 0)","('0.00 < parC3 <= 1.00', 0.3091550960656218, 684, 0)","('0.00 < parC2 <= 1.00', 0.2888788927616008, 684, 0)","('befC4 > 0.00', -0.17173237503170516, 684, 0)","('PrevDO <= 0.00', -0.13785008509559535, 684, 0)","('PrevFail <= 0.00', 0.1337436618720512, 684, 0)","('befC2 <= 0.00', 0.12947582066575397, 684, 0)","('befDOC5 <= 0.00', -0.11235957458293415, 684, 0)","('befDOC6 <= 0.00', -0.10689768596973614, 684, 0)","('befFC5 <= 0.00', -0.10352843988544481, 684, 0)"
685,"('parC4 <= 0.00', -0.33220657461032366, 685, 0)","('0.00 < parC3 <= 1.00', 0.3028078097794439, 685, 0)","('0.00 < parC2 <= 1.00', 0.29017699349061, 685, 0)","('befC4 <= 0.00', 0.1420263604886677, 685, 0)","('befC2 <= 0.00', 0.13618516147507573, 685, 0)","('befFC6 <= 0.00', -0.13289154771030898, 685, 0)","('befFC5 <= 0.00', -0.12734513758565266, 685, 0)","('befC3 <= 0.00', 0.1232268675505296, 685, 0)","('PrevFail <= 0.00', 0.12263812758246664, 685, 0)","('PrevDO <= 0.00', -0.11744830849562962, 685, 0)"
686,"('0.00 < parC4 <= 1.00', 0.33773315205895615, 686, 1)","('0.00 < parC3 <= 1.00', 0.3226561409421353, 686, 1)","('0.00 < parC2 <= 1.00', 0.3081761656930768, 686, 1)","('befC4 <= 0.00', 0.15280139158641087, 686, 1)","('PrevDO <= 0.00', -0.13423103195559996, 686, 1)","('befDOC5 <= 0.00', -0.13330526656073452, 686, 1)","('befFC6 <= 0.00', -0.12567859000092332, 686, 1)","('PrevFail <= 0.00', 0.12061325962761622, 686, 1)","('befC2 <= 0.00', 0.11652028722408621, 686, 1)","('befFC5 <= 0.00', -0.10724607872738741, 686, 1)"
